id;name
1012654;BNP Paribas Glb Eq Cl Cap
973;JPM Euroland Equity A (dist) EUR
321696;DNB Health Care A
944976;Avanza Emerging Markets
470082;Lannebo Komplett
1963;Enter Sverige A
214448;IKC Sverige Flexibel
140888;Nordea Sverige Passiv icke-utd
512555;Handelsbanken Finlandsfond
75253;Tellus Midas
1341;Fidelity Japan Smaller Coms A-Dis-JPY
16389;Catella Balanserad
79691;Delphi Europe A
12274;Janus Henderson Hrzn PanEurpSmrComs A2€
58850;Pictet-Security R USD
396355;MS INVF Global Asset Backed Secs A USD
259101;UBS Global Emerging Market Opp USD P Acc
2111;AMF Räntefond Lång
154;Fidelity China Focus A-Dis-USD
909;MS INVF European HY Bd A
788398;Avanza Auto 4
1038777;PriorNilsson Balans
232954;AS SICAV I Technology Eq S Acc USD
1022030;THEAM Quant Equity World GURU C USD Acc
147674;Sparinvest SICAV Ethical EM Value EUR R
70059;SchroderISF Glbl High Yield A Acc $
655035;Quesada Ränta
71042;AS SICAV I Sel EM Bd A Acc USD
1599;SEB Nordamerika Små och Medelstora Bolag
2003;Öhman Småbolagsfond A
84666;MS INVF US Advantage A
1996;Spiltan Aktiefond Sverige
124511;GAM Star Japan Ldrs-A EUR
2572;Handelsbanken Amerika Tema (A1 SEK)
41067;Swedbank Robur Kinafond
454936;Danske Invest Tillväxtmarknadsobl SEK h
827893;Coeli Potential R SEK
148;Skandia Asien
283141;Cliens Räntefond Kort
1006230;Invesco Developing Mkts Eq A USD Acc
290798;Allianz Europe Equity SRI A EUR
334856;Carnegie Småbolagsfond A
117408;Janus Henderson Hrzn China A2 USD
237981;Ålandsbanken Europe Value B
523834;Catella Credit Opportunity
708773;Storebrand Global Multifactor A
316508;BGF Global Equity Income A2
210;Skandia SMART Balanserad
1678;Swedbank Robur Småbolagsfond Norden
347375;Skandia Norden
801505;Danske Invest Horisont Balanserad SA d
713373;BMO Diversified Growth A Acc SEK Hdg
462915;UBS (Lux) BS Global Dyn $ P-acc
186169;SEB Diversified V8 C SEK - Lux
230508;Danske Invest Russia A
364655;Öhman Etisk Emerging Markets A
70879;MS INVF Asian Equity A
906;Evli High Yield B
2087;Carnegie Corporate Bond 3 SEK Cap
736;AMF Aktiefond Europa
311567;Schroder ISF Glbl Sust Gr A Acc USD
422;UBS (Lux) EF Tech Opp (USD) P acc
288001;Allianz Europe Small Cap Equity AT EUR
38389;Fidelity Global Property A-Acc-USD
972004;Amundi Fds China Equity A USD C
111428;Templeton Em Mkts Smlr Coms A(acc)USD
350435;Fidelity Glb Shrt Dur Inc A-Acc-USD
801500;Danske Invest Sverige Beta SA
909193;Öhman Navigator B
235;SEB Pensionsfond D USD - Lux utd
208;Nordea 1 - Asset Alloc Fd Fut Sub-Fd SEK
1647;Fondita Equity Spice B
15147;Alfred Berg Gambak
1663;FIM Fenno
788398;Avanza Auto 2
491;Swedbank Robur Råvarufond A SEK
823614;Skandia Sverige Hållbar
351739;Fidelity Asia Pacific Div A-Dis-USD
817894;Nordic Cross Total Return R SEK
189969;FIM Emerging Yield
896853;SEB Norway Focus Fund C SEK - Lux
68;Barings Hong Kong China A USD Inc
1634;ODIN Norden C
600078;UB EM Infra A
70220;MS INVF Latin American Equity A
691675;MS INVF European Champions A
2247;Skandia Världen
181108;Länsförsäkringar USA Indexnära
73;JPM China A (dist) USD
80265;Adrigo Hedge
2108;Skandia Realräntefond
112622;Franklin Natural Resources A(acc)USD
96927;AMF Aktiefond Nordamerika
38393;Fidelity Emerging Mkt Dbt A-Acc-SEK Hdg
600077;UB Global REIT A
839253;Länsförsäkringar Fastighet Europa
38;SEB Asien Småbolag ex Japan C SEK - Lux
953456;BMO SDG Engagement Glbl Eq A USD Acc
300236;AS SICAV I Latin Amer Eq A Acc USD
1029789;She Invest Sweden
143228;SEB Bioteknikfond C EUR - Lux
791753;Handelsbanken Norden Ind Criteria A1 SEK
133428;Fidelity Asia Pacific Opps A-Acc-EUR
290054;DNB Telecom A
364;SEB Teknologifond
18876;ODIN Europa C
323517;Espiria Sverige/Världen AC
155010;Nordea 1 - European High Yld Bd HB SEK
324895;Dynamica 90 Global
355598;Evli High Yield B SEK
207548;C WorldWide Sweden 1A
732593;PriorNilsson Smart Global
878733;Avanza Global
721;Pictet-European Sustainable Eqs R EUR
408475;Allianz Discovery Eurp Strat A13 EUR
512875;Dynamica 80 Sverige
2743;Handelsbanken Multi Asset 50
181108;Länsförsäkringar Europa Indexnära
150;DNB Fund - Asian Small Cap retail A
455;Franklin Biotechnology Discv A(acc)USD
972534;Amundi Fds Pioneer US Bd A USD C
70783;First State Asian Prpty Secs A Acc GBP
20251;FIM Europa
504;FIM Brands
1918;ODIN Sverige C
937474;Carnegie Multi A
1025150;Avanza USA
925393;UBS (Lux) ES All China (USD) P acc
192309;SEB Listed Private Equity C EUR - Lux
317660;Invesco Japanese Eq Val Discv A JPY
713375;BMO Responsible Global Equity A Inc USD
135;Handelsbanken Asien Tema (A1 SEK)
234112;Fidelity International A-Acc-USD
267333;Catella Nordic L/S Equity R
784;SEB Schweizfond
1040;SPP Generation 60-tal
415796;BNP Paribas US Small Cap Classic R
1034185;Spiltan Enkel
344159;First State Emerg Mkts Bd A Hdg Acc GBP
69880;Candriam Bds Total Ret C EUR Cap
836873;SPP Europa Plus A
250350;Invesco Latin American Equity A USD Acc
177766;Amundi Fds CPR Global Resources AU-C
1478;Skandia USA
1040;SPP Generation 50-tal
237973;Ålandsbanken Kort Företagsränta
2585;Templeton Eastern Europe A(acc)EUR
61547;HSBC GIF BRIC Markets Equity AC
342255;Simplicity Företagsobligationer A
121;Pictet-Indian Equities R USD
960930;HSBC GIF Multi-Asset Style Factors AC
414058;Allianz Emerging Asia Equity A USD
236069;Franklin Gold & Prec Mtls A(acc)USD
953014;Augmented Reality Fund A
804453;Indecap Guide Q30 C
855015;Öhman Sverige Fokus A
1983;SEB Sverigefond
71285;Schroder ISF Global Energy A Acc USD
676;SEB Europafond
33211;JPM Taiwan A (acc) USD
811073;CS (Lux) High Yield USD Bond B USD
310258;JPM Emerging Europe Equity A (acc) USD
411236;Skandia Nordamerika Exponering
1871;Swedbank Robur Transition Global
79;Fidelity Australia A-Dis-AUD
376651;UBS (Lux) ES As Smlr Coms (USD) P-acc
232950;AS SICAV I Chinese Eq S Acc USD
150048;SEB Sverige Indexfond
290802;AS SICAV I EM Corp Bd A Acc USD
2240;Handelsbanken Global Tema (Criteria)
880673;Danske Inv SICAV Sverige Småbolag SA SEK
899034;East Capital China A-Shares A USD
441286;HSBC GIF Frontier Markets AC
1006234;Invesco Emer Mkt Innv Eq A USD Acc
317768;Tundra Pakistan Fund A SEK
1023645;BGF Circular Economy A2 USD
276448;Rhenman Healthcare Equity L/S RC1 SEK
1006233;Invesco Emer Mkt Lcl Dbt A USD Acc
700393;LO Funds All Roads Syst. Hdg SEK PA
887413;CF Företagsobligationsfond A
262968;HSBC GIF Global EM Local Dbt AC
70737;Invesco Global Structured Eq A USD AD
420143;Nordea 1 - Latin American Equity BP SEK
827894;Coeli Mix R SEK
273828;Norron Target R
1630;SEB Hållbarhetsfond Norden C SEK – Lux
851913;BMO LGM Greater India W USD Acc
377805;Avanza 100
496;Pictet-Water R EUR
691674;MS INVF Asia Opportunity A
316677;Schroder ISF Strategic Bd A Acc SEK
691676;DNB Grönt Norden
237984;Ålandsbanken Premium 50 B
274;Evli Finland Mix B
644316;GAM Star European Equity A EUR Acc
157549;SEB Korträntefond D EUR - Lux utd
1051349;DNB Fund - Disruptive Opp Retail A SEK
56127;Simplicity Likviditet A
429935;Skandia Global Exponering A
1703;Invesco Active Mlt-Sect Crdt A EUR Acc
470457;Cicero Nordic Corporate Bond A
1507;Franklin Select US Equity A(acc)USD
2112;Catella Avkastning
12266;Janus Henderson Hrzn Asian Growth A2 USD
632;Aktie-Ansvar Europa
1722;East Capital Ryssland
2801;AMF Aktiefond Småbolag
84;Fidelity Singapore A-Dis-USD
2328;Storebrand Global Value A
1474;SEB USA Indexfond D USD - Lux utd
1546;BGF US Basic Value A2
300237;Schroder ISF Frntr Mkts Eq A Acc USD
350445;Fidelity Global Dividend A-Acc-USD
2241;Swedbank Robur Småbolagsfond Glb A SEK
316677;Schroder ISF Strategic Bd A Acc USD
964491;Danske Invest Global Emerging Market SEK
289895;Threadneedle (Lux) American AU
2052;Öhman Kort Ränta A
390076;FIM Euro
551876;CF Bear
2145;BGF Emerging Markets A2
131491;DNB Fund Technology retail A
404075;Tundra Sustainable Frontier Fund A SEK
907818;Handelsbanken Tillväxtmarknad Obl A1 SEK
490477;Coeli Nordisk Företagsobligation R SEK
415680;BNP Paribas Glb Low Vol Eq Cl Cap
506277;Janus Henderson Hrzn Euro HY Bd A2 EUR
4762;Fidelity India Focus A-USD
377797;Cliens Mixfond B
1943;Catella Småbolag
147684;Sparinvest SICAV Equitas EUR R
878113;Alcur Select
2545;SEB Corporate Bond C SEK - Lux
773;Fidelity France A-Dis-EUR
109;JPM Greater China A (dist) USD
847;Evli Statsobligation B
774;Fidelity Germany A-Dis-EUR
26;Enter Select Pro
1364;SEB Latinamerikafond
74108;Holberg Global A
70196;AS SICAV I World Equity A Acc USD
63727;Lundmark & Co Aktiv Europa
2026;Swedbank Robur Räntefond Kort
2572;Handelsbanken EMEA Tema (A1 SEK)
589935;Enter Småbolagsfond A
56067;BGF India A2
1284;SEB Japanfond
13291;UBS (Lux) KSS Glbl Allc (EUR) P
745573;BMO LGM Asian Growth and Inc W USD Acc
273830;Norron Preserve R SEK
65465;Sparinvest SICAV Inv Grd Val EUR R
1619;UBS (Lux) EF Small Caps USA (USD) P
289981;Threadneedle (Lux) Asia Equity Inc AU
2103;SEB Realräntefond D SEK - Lux utd
693993;Franklin GCC Bond A(acc)USD
2370;Danske Invest Global Stockpicking A
112109;DNB Fund - India retail A
179968;Fidelity European Lgr Coms A-Acc-EUR
301426;Amundi Fds WellsFargo US Eq MdCp A$ C
246208;Aktie-Ansvar Multistrategi
716154;BMO LGM Glbl EmMkts Gr and Inc W USD Acc
1047828;CS (Lux) Global Value Equity B EUR
151033;Allianz Global Sustainability A EUR
776;Fidelity Italy A-Dis-EUR
942;Invesco Pan European Sm Cp Eq A EUR Acc
202408;Mirae Asset India Sector Leader Eq A USD
2014;Lannebo Småbolag
625255;Atlant Opportunity
718413;CS (Lux) Global Prpty Ttl Rt Eq BH EUR
259146;Schroder ISF QEP Glbl Qual A Acc USD
2034;Aktie-Ansvar Avkastningsfond
430355;Nordea Global Dividend Acc
689;Pictet-European Equity Sel R EUR
2742;Handelsbanken Multi Asset 25 (A1 SEK)
2155;Handelsbanken Tillväxtmark Tema (A1 SEK)
212068;Jupiter India Select L USD A Inc
661875;Navigera Global Change
882553;Danske Invest SICAV Europe A
1996;Spiltan Räntefond Sverige
414960;Allianz Europe Equity Gr Sel AT EUR
84672;BGF Continental Eurp Flex A2
1886;SEB Aktiesparfond
30787;RobecoSAM Sustainable Water B EUR
289923;Threadneedle (Lux) US Hi Yld Bd AU
3161;East Capital Balkan
85;Fidelity Thailand A-Dis-USD
471796;Spiltan Högräntefond
346837;Plain Capital StyX
259043;Schroder ISF QEP Glb ActvVal A Acc USD
909774;Allianz Global Water AT EUR
365076;Schroder ISF Glbl Divers Gr A Acc EUR
864974;Evli Global X B SEK
873613;Nordic Cross Credit Edge A
202408;Mirae Asset China Sector Leader Eq A USD
57889;Fidelity FIRST All Country Wld A-Acc-EUR
350;Länsförsäkringar Fastighetsfond A
1959;Handelsbanken Sverige (A1 SEK)
410277;Allianz US Equity Fund AT USD
236;Länsförsäkringar Mix A
924973;UBS (Lux) ES Glbl Imp (USD) P Acc
2285;C WorldWide Global Equities 1A
652895;SPP Global Plus A
581;Skandia Europa Exponering
13286;UBS (Lux) KSS Eurp Eq Val Opp EUR P-acc
1272;Fidelity Japan A-Dis-JPY
33231;JPM Global Natural Resources A (acc) EUR
416835;Evli Aktieindex B
157699;Didner & Gerge Småbolag
86207;Evli Nordic B
372;Öhman Global Growth
15213;BGF Euro Corporate Bond A2 EUR
734;BGF Euro-Markets A2
262969;CS (Lux) European Div Plus Eq B EUR
2252;DNB Fund Global ESG retail A
113948;First State Glbl Lstd Infras A Acc GBP
289909;Threadneedle (Lux) American Select AU
15211;Janus Henderson Pan Eurp R€ Acc
340060;Carneo Systematic Alpha A
229;Carnegie Strategifond A
2368;SEB Globalfond Chans/Risk C EUR - Lux
435324;JPM Asia Pacific Equity A (dist) USD
848153;Öhman Global Marknad Hållbar A
132;SEB Asienfond ex Japan C USD - Lux
563115;Öhman Räntefond Kompass Hållbar A
131490;DNB Fund - Private Equity retail B
512558;Handelsbanken Företagsobligation
82968;UBS (Lux) ES Russia (USD) P-acc
227292;Invesco Asia Consumer Demand A USD Acc
2436;Franklin Global Sm-Mid Cap A(acc)USD
435458;Invesco Emerging Mkt Corp Bd A SEKH Acc
966254;Fidelity China High Yield A-Acc-USD
801500;Danske Invest Sverige Kort Ränta SA
475;BGF World Healthscience A2
927735;TIN Ny Teknik A
512559;Handelsbanken Hållbar Energi A1 SEK
2186;Pictet-Emerging Markets R USD
594;Fidelity Euro Blue Chip A-Dis-EUR
237975;Ålandsbanken Euro High Yield B
952;Danske Invest Europe Small Cap A
427139;Fidelity Global Mlt Ast Inc A-Acc-USD
1825;UBS (Lux) BS EUR Corp € P-acc
70206;MS INVF Emerging Markets Equity A
35;Fidelity Pacific A-Dis-USD
359;FIM USA
129;Carnegie Asia A
302705;Fondita Sustainable Europe B
316079;Didner & Gerge Global
521;Fidelity Global Financial Svcs A-Dis-EUR
590080;MS INVF US Dollar High Yield Bond A
400485;Stewart Investors Wldwd Sustbl A Acc GBP
381075;Pareto Global B
321849;DNB SMB A
26767;Nordea Kinafond
15208;Janus Henderson Contnn Eurp R€ Acc
2294;Fondita 2000+ B
217470;Sensor Sverige Select
2093;CF Ränteallokering A
398162;BSF Global Absolute Return Bond A2 SEK H
122368;C WorldWide Global Equities Ethical 1A
364815;Schroder ISF Glbl MA Bal A Acc SEK H
190708;JPM Global Corp Bd A (acc) SEK H
310959;Fidelity Sust Strat Bd A-Acc-SEK H
700713;UBS (Lux) ES Euro Countrs Inc€ P-acc
2439;BGF Global Allocation A2
355599;Evli Corporate Bond B SEK
15214;BGF Emerging Markets Bond A2 EUR
686931;Öhman Obligationsfond SEK A
2362;BGF Systematic Glb SmallCap A2
457;Fidelity Global Health Care A-Dis-EUR
1047825;CS (Lux) Small and Mid Cap Germany Eq B
334871;Allianz US High Yield AM USD
57027;JPM Japan Equity A (acc) JPY
3242;Danske Invest Japan A
2412;Templeton Global Smaller Coms A(acc)USD
416236;BNP Paribas Asia Ex-Jpn Eq C C
2079;Handelsbanken Långränta Criteria
157697;Templeton Asian Smlr Coms A(acc)USD
2575;Swedbank Robur Östeuropafond
1717;Swedbank Robur Rysslandsfond
278;Swedbank Robur Bas Mix
627795;European SICAV Alliance Galaxy E SEK
2128;SPP Obligationsfond
72;Templeton China A(acc)USD
192388;Lynx Dynamic
882675;Invesco Pacific Equity A USD AD
904833;LO Funds All Rd Cnsrv EUR PA
471;UBS (Lux) EF Biotech (USD) P-acc
1715;Carnegie Rysslandsfond A
536695;Lannebo High Yield
981861;Alfred Berg Nordic Gambak C
230;Carnegie Strategy 3 SEK Cap
225;Templeton Global Balanced A(acc)USD
212549;Templeton Global Bond A(acc)SEK-H1
70668;MS INVF Global Property A
137448;Evli Sverige Småbolag B
235608;UBS (Lux) BF Global Flex (EUR H) P acc
1484;Fidelity America A-Dis-USD
470488;Nordea 1 - Global Small Cap BP SEK
100848;JPM Korea Equity A (acc) USD
1333;Pictet-Japanese Equity Sel R JPY
2100;SEB Obligationsfond Flexibel C SEK - Lux
416235;Evli Euro Liquidity B SEK
1006231;Invesco Global Focus Eq A USD Acc
378116;Lancelot Avalon
343418;Fidelity China RMB Bond A-Acc-RMB
927736;BGF FinTech A2
1643;C WorldWide Nordic 1A
252935;Danske Invest USA KL SEK
2382;UBS (Lux) EF Glb Sust (USD) P-acc
602917;Quesada Yield C
84671;MS INVF Emerging Mkts Domstc Dbt A
788398;Avanza Auto 5
202311;Mirae Asset Asia Pacific Equity A USD
722;Schroder ISF European Value A Acc EUR
373;Skandia Time Global
832734;AS SICAV I USD Crdt Bd A Acc USD
741453;Allianz Global Equity Insights A EUR
149930;SEB Etisk Global Indexfond C USD - Lux
165268;Navigera Balans 1
475796;Tundra Vietnam A SEK
26827;Öhman Realräntefond A
159608;Länsförsäkringar Sverige Indexnära
70759;Invesco India Equity A USD Acc
180;UBS (Lux) EF Asian Consum (USD) P
618;Öhman Etisk Index Europa
853413;Sparinvest SICAV VB EM Corporate EUR R
417655;Länsförsäkringar Global Indexnära
693833;Aktiespararna Direktavkastning A
43947;Nordea Indienfond
1877;Swedbank Robur Globalfond A
1044020;Quesada Vision B
324195;Carnegie Fastighetsfond Norden A
1373;Templeton Latin America A(acc)USD
667455;Pacific Explorer Dynamic A
1646;DNB Fund Nordic Equities retail A
83;Fidelity Malaysia A-Dis-USD
393598;Allianz Japan Equity A USD
70110;Amundi Fds Euro HY Bd A EUR C
192;Skandia SMART Försiktig
151059;Allianz Europe Equity Growth A EUR
2591;East Capital Östeuropa
164908;SEB Sustainable High Yield C SEK – Lux
416245;BNP Paribas Germany Mlt-Fac Eq C C
2151;Fidelity Em Mkts A-DIST-USD
435455;Invesco Balanced-Risk Allc A SEKH Acc
123809;Fidelity Emerging Asia A-Acc-USD
2122;SEB Obligationsfond SEK
728;SEB Hållbarhetsfond Europa D (EUR)
590081;MS INVF US Dollar Short Dur HY Bd A
2354;Evli Global B
444946;Skandia Tillväxtmarknadsfond
1263;Skandia Japan Exponering
431056;Mirae Asset Asia Sect Ldr Eq A USD Cap
301417;Amundi Fds CPR Global Gold Mines AU
45489;Strand Förmögenhetsfond
838;SEB Korträntefond C USD - Lux
1006232;Invesco Global Equity A USD Acc
198508;OPM Listed Private Equity
2332;SPP Aktiefond Global A
209088;Humle Sverigefond
18067;Danske Invest India A
777;Fidelity Switzerland A-Dis-CHF
573;Länsförsäkringar USA Aktiv A
380220;Evli Short Corporate Bond B
219388;Nordea 1 - US Corporate Bond HB SEK
106729;PriorNilsson Idea
84669;MS INVF Indian Equity A
766776;Jupiter Global Absolute Rt L SEK HSC Acc
766774;Jupiter Global Em Mkts Eq Uncons L$ Acc
2569;JPM Emerging Europe Equity A (dist) EUR
620;C WorldWide Stable Equities 1A
1009153;Swedbank Robur Small Cap EM A
173520;JPM Africa Equity A perf (acc) USD
38392;Excalibur
502239;Candriam Eqs L Europe Convct C EUR Cap
1896;Skandia Världsnaturfonden
556795;Quesada Sverige
165269;Navigera Aktie 1
145768;Atlant Stability
528375;Espiria Världen DC
180708;Danske Invest Euro IG Corp Bd A SEKH
445;C WorldWide Healthcare Select 1A
20252;FIM Artificiell Intelligens A
2410;Templeton Glb Climate Change A(acc)EUR
165288;Fidelity European Hi Yld A-Acc-SEK Hdg
887413;AMF Företagsobligationsfond
929225;BGF Next Generation Technology A2
600075;Swedbank Robur Access Global
836053;Norron Alpha RC SEK
202868;Case Fair Play
1084210;Allianz Strategic Bond AT H2-EUR
886613;Invesco Asian Equity A USD AD
289948;Threadneedle (Lux) European Strat Bd AE
20249;FIM Kapitalförvaltning 50 Tillv
4765;Fidelity Japan Advantage A-Dis-JPY
2578;SEB Östeuropafond
316679;Schroder ISF Glbl Hi Yld A Acc SEK
2098;Carnegie Obligationsfond A
29851;JPM Russia A (acc) USD
119488;Jupiter Global Elgy Div L EUR Acc
616838;Janus Henderson Hrzn EM Corp Bd A2 USD
3101;Carnegie Indienfond A
259110;Schroder ISF Global Eq Alp A Acc USD
184348;JPM Income Opp A perf (acc) SEKH
155009;Nordea 1 - US High Yield Bond HB SEK
759973;Fondita European Micro Cap B
1689;Templeton Emerging Mkts Bd A(Qdis)USD
910093;Handelsbanken EM Index (A1 SEK)
232951;AS SICAV I Asia Pac Eq S Acc USD
118348;JPM Europe Dynamic A (dist) EUR
1040;SPP Generation 70-tal
562;Handelsbanken Europa Tema (A1 SEK)
1891;Swedbank Robur Transition Sweden
181868;GodFond Sverige & Världen
2179;Schroder ISF Em Mkts A Acc USD
196928;JPM Global Healthcare A (acc) USD
79692;Delphi Nordic A
685395;Lannebo Europa Småbolag A SEK
891315;Invesco Global Real Est Sec A EURH Acc
694153;SPP Sverige Plus A
1028837;Pareto Nordic Cross Credit A SEK
951763;JPM US Technology A (acc) USD
76993;Fidelity Iberia A-Acc-EUR
596;Barings Europa A USD Inc
1895;Skandia Cancerfonden
1009576;GAM Star (Lux) - Global Alpha D EUR Acc
1607;Fidelity American Growth A-Dis-USD
1674;Evli Finland Select B
1025147;Öhman Global Småbolag Hållbar A
851914;BMO LGM Asian Smaller Coms W USD Acc
214730;IKC 0-100
12276;Janus Henderson Hrzn Jpn Smr Coms A2 USD
972005;Amundi Fds Pinr US Eq Rsrch Val A USD C
1681;Fondita Nordic Small Cap B
2011;Länsförsäkringar Småbolag Sverige A
409833;Nordea Asian Stars A SEK
259113;Schroder ISF Asian Eq Yld A Acc USD
886413;Fondita Healthcare B
1961;Aktiespararna Topp Sverige
252931;JPM Global Strat Bd A perf (acc) SEKH
64529;Swedbank Robur Global Emerging Markets
728;SEB Hållbarhetsfond Europa C (EUR)
420192;Nordea Stabila Aktier Tillväxtmarknader
26773;Nordea Rysslandsfond
248555;Aktie-Ansvar Graal Aktiehedge
148529;Sparinvest SICAV Procedo EUR R
315116;Handelsbanken Sverige 100 Ind Cri A1 SEK
1339;BGF Japan Small & MidCap Opps A2 USD
1711;Schroder ISF EM Dbt Abs Rt A Acc USD
1933;Swedbank Robur Ny Teknik A
187;Pictet-Asian Equities Ex Japan R USD
139416;Franklin MENA A(acc)USD
254209;INVL Baltic Fund
351;ODIN Fastighet C
1682;Handelsbanken Nordiska Småbolag (A1 SEK)
289925;Threadneedle (Lux) Glb Smlr Coms AE
1919;Didner & Gerge Aktiefond
379956;Cliens Sverige B
286894;Allianz All China Equity AT USD
932;Fidelity European Smlr Coms A-Dis-EUR
202649;HSBC GIF Russia Equity AC
666676;Pacific Precious A
966680;Fronteer Harvest L
177748;Amundi Fds Volatil Wld A USD C
119590;Jupiter Financial Innovt L USD Acc
600082;UB Nordamerika REIT A
459;Pictet-Biotech R USD
148528;Sparinvest SICAV Securus SEK R
713374;BMO European Real Estate Scs A Acc EUR
460566;Pictet - Global Envir Opps P USD
29854;Franklin Mutual European A(acc)EUR
2012;Skandia Småbolag Sverige
2010;Öhman Sweden Micro Cap A
708;BGF European Special Situations A2
78828;SEB Rysslandfond C EUR - Lux
259136;Schroder ISF Global Smlr Coms A Acc USD
510;Öhman Global Hållbar A
414061;CS (Lux) Global Div Plus Eq B USD
155953;Lannebo Sverige Plus
82967;UBS (Lux) EEF Glbl Bd $ P Acc
70298;Candriam Bds Em Mkts C USD Cap
123;Schroder ISF Greater China A Acc USD
1948;Catella Sverige Hållbart Beta A
2742;Handelsbanken Multi Asset 100 (A1 SEK)
281;AMF Balansfond
492;BGF World Gold A2
972;Nordea 1 - European Sm&Mid Cp Eq BP SEK
301423;Amundi Fds Equity MENA A USD C
447023;Swedbank Robur Global High Dividend SEK
862035;Lannebo Nordic Equities SEK
38388;Fidelity Sustainable Euroz Eq A-Acc-EUR
552855;Pareto Global Corporate Bond A
334870;Allianz Income and Growth AT USD
267332;Catella Nordic Corporate Bond Flex R
320490;Allianz China Strategic Bond A USD
1376;BGF Latin American A2
165270;Navigera Tillväxt 1
2482;Templeton Global Bond A(Mdis)USD
2088;Länsförsäkringar Lång Räntefond A
789174;PLUS Mikrobolag Sverige Index
457575;Handelsbanken Flexibel Ränta A1 SEK
431;BGF World Technology A2
602917;Quesada Yield A
376665;UBS(LUX) ES Glb Hi Div USD P-acc
192934;Fondita European Small Cap B
363;Swedbank Robur Technology A SEK
263951;Franklin US Opportunities A(acc)SEK-H1
522;Fidelity Global Cnsmr Inds A-Dis-EUR
2028;Handelsbanken Kortränta SEK (A1 SEK)
592236;Swedbank Robur Access USA
91107;Enter Select A
2006;Handelsbanken Svenska SMB (A1 SEK)
2136;SEB Emerging Marketsfond C USD - Lux
2453;Fidelity Global Focus A-Dis-USD
541;BGF World Financials A2
104;UBS (Lux) EF Greater China (USD) P
927737;BGF Future of Transport A2
656;Evli Europe B
